#X	Y	T = 0	T = 0.00625	T = 0.0125	T = 0.01875	T = 0.025	T = 0.03125	T = 0.0375	T = 0.04375	T = 0.05	T = 0.05625	T = 0.0625	T = 0.06875	T = 0.075	T = 0.08125	T = 0.0875	T = 0.09375	T = 0.1	T = 0.10625	T = 0.1125	T = 0.11875	T = 0.125	T = 0.13125	T = 0.1375	T = 0.14375	T = 0.15	T = 0.15625	T = 0.1625	T = 0.16875	T = 0.175	T = 0.18125	T = 0.1875	T = 0.19375	T = 0.2	T = 0.20625	T = 0.2125	T = 0.21875	T = 0.225	T = 0.23125	T = 0.2375	T = 0.24375	T = 0.25	T = 0.25625	T = 0.2625	T = 0.26875	T = 0.275	T = 0.28125	T = 0.2875	T = 0.29375	T = 0.3	T = 0.30625	T = 0.3125	T = 0.31875	T = 0.325	T = 0.33125	T = 0.3375	T = 0.34375	T = 0.35	T = 0.35625	T = 0.3625	T = 0.36875	T = 0.375	T = 0.38125	T = 0.3875	T = 0.39375	T = 0.4	T = 0.40625	T = 0.4125	T = 0.41875	T = 0.425	T = 0.43125	T = 0.4375	T = 0.44375	T = 0.45	T = 0.45625	T = 0.4625	T = 0.46875	T = 0.475	T = 0.48125	T = 0.4875	T = 0.49375	T = 0.5	T = 0.50625	T = 0.5125	T = 0.51875	T = 0.525	T = 0.53125	T = 0.5375	T = 0.54375	T = 0.55	T = 0.55625	T = 0.5625	T = 0.56875	T = 0.575	T = 0.58125	T = 0.5875	T = 0.59375	T = 0.6	T = 0.60625	T = 0.6125	T = 0.61875	T = 0.625	T = 0.63125	T = 0.6375	T = 0.64375	T = 0.65	T = 0.65625	T = 0.6625	T = 0.66875	T = 0.675	T = 0.68125	T = 0.6875	T = 0.69375	T = 0.7	T = 0.70625	T = 0.7125	T = 0.71875	T = 0.725	T = 0.73125	T = 0.7375	T = 0.74375	T = 0.75	T = 0.75625	T = 0.7625	T = 0.76875	T = 0.775	T = 0.78125	T = 0.7875	T = 0.79375	T = 0.8	T = 0.80625	T = 0.8125	T = 0.81875	T = 0.825	T = 0.83125	T = 0.8375	T = 0.84375	T = 0.85	T = 0.85625	T = 0.8625	T = 0.86875	T = 0.875	T = 0.88125	T = 0.8875	T = 0.89375	T = 0.9	T = 0.90625	T = 0.9125	T = 0.91875	T = 0.925	T = 0.93125	T = 0.9375	T = 0.94375	T = 0.95	T = 0.95625	T = 0.9625	T = 0.96875	T = 0.975	T = 0.98125	T = 0.9875	T = 0.99375	T = 1
0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.05	0.05	0	0.00269551	0.00447035	0.00567074	0.00650422	0.00709557	0.00752142	0.00783026	0.00805376	0.00821335	0.00832393	0.00839621	0.00843804	0.00845535	0.0084527	0.00843363	0.00840096	0.00835697	0.00830349	0.00824207	0.00817395	0.00810019	0.0080217	0.00793923	0.00785342	0.00776484	0.00767396	0.00758121	0.00748694	0.00739148	0.00729509	0.00719803	0.00710052	0.00700272	0.00690483	0.00680697	0.00670929	0.00661189	0.00651489	0.00641837	0.00632241	0.00622708	0.00613245	0.00603857	0.0059455	0.00585326	0.00576191	0.00567147	0.00558197	0.00549344	0.0054059	0.00531937	0.00523386	0.00514938	0.00506595	0.00498357	0.00490226	0.004822	0.00474281	0.00466469	0.00458764	0.00451165	0.00443673	0.00436286	0.00429006	0.0042183	0.00414759	0.00407792	0.00400928	0.00394167	0.00387507	0.00380949	0.0037449	0.0036813	0.00361868	0.00355703	0.00349634	0.0034366	0.00337781	0.00331994	0.00326299	0.00320694	0.0031518	0.00309754	0.00304415	0.00299163	0.00293996	0.00288913	0.00283913	0.00278994	0.00274157	0.00269399	0.0026472	0.00260118	0.00255592	0.00251142	0.00246766	0.00242463	0.00238231	0.00234071	0.00229981	0.00225959	0.00222005	0.00218118	0.00214297	0.0021054	0.00206847	0.00203217	0.00199649	0.00196141	0.00192693	0.00189305	0.00185974	0.001827	0.00179482	0.0017632	0.00173212	0.00170157	0.00167155	0.00164205	0.00161305	0.00158456	0.00155656	0.00152904	0.001502	0.00147543	0.00144932	0.00142367	0.00139846	0.00137368	0.00134934	0.00132543	0.00130193	0.00127883	0.00125615	0.00123386	0.00121195	0.00119044	0.00116929	0.00114852	0.00112811	0.00110806	0.00108836	0.00106901	0.00105	0.00103132	0.00101296	0.000994936	0.000977224	0.000959823	0.000942729	0.000925936	0.000909439	0.000893232	0.000877311	0.000861671	0.000846307	0.000831215	0.000816388	0.000801824	0.000787517
0.05	0.1	0	0.00291778	0.00497992	0.00648078	0.00759703	0.00844067	0.00908549	0.00958165	0.00996419	0.0102582	0.010482	0.0106493	0.0107707	0.0108542	0.0109063	0.0109321	0.0109356	0.0109203	0.010889	0.0108439	0.0107871	0.0107202	0.0106445	0.0105614	0.0104718	0.0103767	0.0102768	0.0101728	0.0100654	0.00995503	0.00984218	0.00972728	0.00961069	0.00949273	0.0093737	0.00925385	0.00913342	0.00901262	0.00889162	0.00877061	0.00864972	0.00852909	0.00840884	0.00828908	0.00816991	0.00805141	0.00793365	0.00781672	0.00770067	0.00758555	0.00747142	0.00735832	0.00724629	0.00713536	0.00702556	0.00691692	0.00680946	0.0067032	0.00659816	0.00649435	0.00639178	0.00629046	0.00619039	0.00609159	0.00599406	0.00589779	0.00580279	0.00570906	0.0056166	0.0055254	0.00543545	0.00534676	0.00525932	0.00517311	0.00508814	0.00500439	0.00492186	0.00484054	0.00476041	0.00468147	0.0046037	0.0045271	0.00445166	0.00437736	0.00430418	0.00423213	0.00416119	0.00409134	0.00402257	0.00395487	0.00388823	0.00382264	0.00375807	0.00369453	0.00363199	0.00357045	0.00350989	0.00345029	0.00339165	0.00333395	0.00327719	0.00322134	0.00316639	0.00311234	0.00305916	0.00300685	0.0029554	0.00290479	0.00285501	0.00280605	0.00275789	0.00271053	0.00266395	0.00261814	0.00257309	0.00252879	0.00248523	0.00244239	0.00240026	0.00235884	0.00231811	0.00227807	0.00223869	0.00219998	0.00216191	0.00212449	0.0020877	0.00205153	0.00201597	0.00198101	0.00194664	0.00191285	0.00187963	0.00184698	0.00181489	0.00178334	0.00175232	0.00172184	0.00169187	0.00166241	0.00163346	0.001605	0.00157703	0.00154953	0.00152251	0.00149595	0.00146984	0.00144419	0.00141897	0.00139418	0.00136982	0.00134588	0.00132236	0.00129923	0.00127651	0.00125417	0.00123222	0.00121065	0.00118946	0.00116862	0.00114815
0.05	0.15	0	0.0038877	0.0064381	0.00820934	0.00949549	0.01046	0.0111991	0.011773	0.0122212	0.0125712	0.0128426	0.0130502	0.013205	0.013316	0.0133899	0.0134326	0.0134485	0.0134415	0.0134148	0.0133711	0.0133126	0.0132413	0.0131589	0.0130668	0.0129664	0.0128586	0.0127444	0.0126248	0.0125004	0.012372	0.01224	0.0121051	0.0119677	0.0118282	0.011687	0.0115444	0.0114008	0.0112563	0.0111113	0.010966	0.0108205	0.0106751	0.0105299	0.010385	0.0102406	0.0100968	0.00995377	0.00981149	0.00967011	0.00952969	0.00939032	0.00925205	0.00911493	0.00897902	0.00884436	0.008711	0.00857896	0.00844828	0.00831899	0.0081911	0.00806464	0.00793962	0.00781606	0.00769397	0.00757336	0.00745423	0.00733659	0.00722045	0.0071058	0.00699264	0.00688098	0.0067708	0.00666212	0.00655491	0.00644917	0.0063449	0.0062421	0.00614074	0.00604082	0.00594233	0.00584527	0.00574961	0.00565535	0.00556247	0.00547097	0.00538082	0.00529203	0.00520456	0.00511841	0.00503357	0.00495002	0.00486775	0.00478674	0.00470697	0.00462844	0.00455113	0.00447502	0.0044001	0.00432636	0.00425377	0.00418233	0.00411202	0.00404282	0.00397472	0.00390771	0.00384177	0.00377688	0.00371304	0.00365022	0.00358841	0.00352761	0.00346779	0.00340894	0.00335104	0.00329409	0.00323807	0.00318296	0.00312875	0.00307543	0.00302299	0.00297141	0.00292068	0.00287079	0.00282172	0.00277346	0.002726	0.00267933	0.00263343	0.0025883	0.00254391	0.00250027	0.00245736	0.00241516	0.00237366	0.00233286	0.00229275	0.0022533	0.00221452	0.00217639	0.0021389	0.00210204	0.0020658	0.00203018	0.00199515	0.00196072	0.00192686	0.00189358	0.00186087	0.0018287	0.00179708	0.001766	0.00173545	0.00170541	0.00167589	0.00164686	0.00161833	0.00159029	0.00156272	0.00153562	0.00150899	0.00148281
0.05	0.2	0	0.00495338	0.0081099	0.0102263	0.0117104	0.0127897	0.0135964	0.0142104	0.0146826	0.0150465	0.0153253	0.0155357	0.01569	0.0157977	0.0158662	0.0159014	0.0159082	0.0158905	0.0158517	0.0157944	0.0157213	0.0156342	0.015535	0.0154252	0.0153061	0.015179	0.0150448	0.0149045	0.0147589	0.0146088	0.0144547	0.0142972	0.0141369	0.0139742	0.0138095	0.0136433	0.0134758	0.0133073	0.0131382	0.0129687	0.012799	0.0126293	0.0124598	0.0122907	0.012122	0.0119541	0.0117869	0.0116206	0.0114552	0.011291	0.0111279	0.0109661	0.0108056	0.0106464	0.0104887	0.0103324	0.0101776	0.0100244	0.00987275	0.0097227	0.00957429	0.00942752	0.00928243	0.00913902	0.0089973	0.00885729	0.008719	0.00858242	0.00844756	0.00831442	0.00818301	0.00805331	0.00792533	0.00779906	0.0076745	0.00755163	0.00743045	0.00731095	0.00719313	0.00707696	0.00696244	0.00684955	0.00673829	0.00662864	0.00652058	0.00641411	0.0063092	0.00620585	0.00610403	0.00600373	0.00590494	0.00580764	0.00571181	0.00561744	0.00552451	0.005433	0.0053429	0.00525418	0.00516685	0.00508086	0.00499622	0.0049129	0.00483088	0.00475016	0.0046707	0.0045925	0.00451554	0.0044398	0.00436527	0.00429192	0.00421975	0.00414873	0.00407885	0.0040101	0.00394245	0.00387589	0.00381042	0.003746	0.00368263	0.00362029	0.00355896	0.00349863	0.00343929	0.00338092	0.00332351	0.00326704	0.00321149	0.00315686	0.00310313	0.00305029	0.00299831	0.0029472	0.00289693	0.0028475	0.00279888	0.00275107	0.00270406	0.00265783	0.00261237	0.00256766	0.0025237	0.00248048	0.00243798	0.00239619	0.0023551	0.00231469	0.00227497	0.00223591	0.00219751	0.00215975	0.00212263	0.00208614	0.00205026	0.00201498	0.0019803	0.0019462	0.00191268	0.00187973	0.00184733	0.00181548	0.00178418
