#X	Y	T = 0	T = 0.025	T = 0.05	T = 0.075	T = 0.1	T = 0.125	T = 0.15	T = 0.175	T = 0.2	T = 0.225	T = 0.25	T = 0.275	T = 0.3	T = 0.325	T = 0.35	T = 0.375	T = 0.4	T = 0.425	T = 0.45	T = 0.475	T = 0.5	T = 0.525	T = 0.55	T = 0.575	T = 0.6	T = 0.625	T = 0.65	T = 0.675	T = 0.7	T = 0.725	T = 0.75	T = 0.775	T = 0.8	T = 0.825	T = 0.85	T = 0.875	T = 0.9	T = 0.925	T = 0.95	T = 0.975	T = 1
0.5	0.4	0	0.00211189	0.00430106	0.00657858	0.00888457	0.0111389	0.0132684	0.0152183	0.0169531	0.0184546	0.0197183	0.0207492	0.0215588	0.0221629	0.0225793	0.0228267	0.0229238	0.0228888	0.0227386	0.0224893	0.0221554	0.0217502	0.0212856	0.0207724	0.0202202	0.0196373	0.0190314	0.0184088	0.0177754	0.017136	0.0164951	0.0158564	0.0152228	0.0145973	0.0139819	0.0133786	0.0127889	0.0122142	0.0116552	0.0111129	0.0105878
0.5	0.5	0	0.00205748	0.0040037	0.00590856	0.00778861	0.0096261	0.011388	0.0130395	0.0145511	0.0159018	0.017079	0.0180784	0.0189014	0.0195544	0.0200468	0.0203904	0.0205979	0.0206824	0.0206572	0.020535	0.020328	0.0200478	0.0197048	0.0193087	0.0188685	0.0183922	0.0178868	0.017359	0.0168143	0.0162578	0.015694	0.0151268	0.0145595	0.0139952	0.0134363	0.0128849	0.012343	0.0118119	0.011293	0.0107873	0.0102955
0.5	0.6	0	0.00192334	0.00368223	0.00534007	0.00692642	0.00844549	0.00988689	0.0112345	0.012472	0.0135864	0.0145689	0.0154152	0.0161252	0.0167019	0.0171509	0.0174797	0.0176968	0.0178116	0.0178337	0.0177725	0.0176375	0.0174375	0.017181	0.0168759	0.0165295	0.0161485	0.015739	0.0153067	0.0148565	0.0143928	0.0139198	0.0134409	0.0129592	0.0124776	0.0119983	0.0115236	0.011055	0.0105942	0.0101424	0.00970076	0.00927003
0.5	0.7	0	0.00162938	0.00310326	0.00446986	0.0057537	0.00696204	0.00809226	0.00913754	0.0100905	0.010945	0.0116974	0.0123463	0.0128926	0.0133391	0.0136899	0.0139505	0.0141269	0.0142257	0.0142535	0.0142173	0.0141237	0.0139791	0.0137897	0.0135614	0.0132997	0.0130095	0.0126957	0.0123624	0.0120136	0.0116527	0.0112831	0.0109075	0.0105285	0.0101482	0.00976876	0.0093918	0.00901884	0.00865116	0.00828987	0.00793589	0.00759001
0.5	0.8	0	0.00118256	0.00224854	0.00323063	0.00414521	0.00499744	0.0057865	0.00650929	0.00716263	0.00774433	0.00825355	0.00869079	0.00905774	0.00935703	0.00959198	0.00976644	0.0098846	0.00995082	0.00996955	0.0099452	0.00988213	0.00978453	0.00965643	0.00950164	0.00932375	0.00912612	0.00891186	0.00868384	0.00844468	0.00819679	0.00794233	0.00768326	0.00742133	0.00715812	0.006895	0.0066332	0.00637378	0.00611766	0.00586564	0.0056184	0.00537651
0.5	0.9	0	0.000621526	0.00118117	0.00169555	0.00217283	0.00261549	0.00302313	0.0033944	0.00372809	0.00402357	0.00428094	0.00450092	0.00468478	0.00483416	0.00495099	0.00503735	0.00509546	0.00512754	0.00513586	0.00512261	0.00508994	0.00503994	0.00497458	0.00489575	0.00480522	0.00470465	0.00459558	0.00447945	0.00435757	0.00423114	0.00410127	0.00396892	0.00383501	0.00370033	0.00356559	0.00343141	0.00329834	0.00316687	0.00303742	0.00291032	0.00278589
0.5	1	0	1.13211e-16	1.04659e-16	9.67539e-17	8.94456e-17	8.26893e-17	7.64434e-17	7.06693e-17	6.53313e-17	6.03965e-17	5.58345e-17	5.1617e-17	4.77182e-17	4.41138e-17	4.07816e-17	3.77012e-17	3.48535e-17	3.22208e-17	2.9787e-17	2.75371e-17	2.54571e-17	2.35342e-17	2.17565e-17	2.01132e-17	1.85939e-17	1.71894e-17	1.5891e-17	1.46907e-17	1.3581e-17	1.25552e-17	1.16068e-17	1.07301e-17	9.91963e-18	9.17035e-18	8.47767e-18	7.83731e-18	7.24532e-18	6.69805e-18	6.19211e-18	5.72439e-18	5.292e-18

0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.6	0.1	0	0.0154468	0.0242311	0.0292055	0.031914	0.0332267	0.0336537	0.0335057	0.0329789	0.0322007	0.0312567	0.0302056	0.0290884	0.0279346	0.0267653	0.025596	0.0244381	0.0232999	0.0221877	0.0211058	0.0200573	0.0190445	0.0180688	0.0171308	0.016231	0.0153692	0.0145451	0.013758	0.0130073	0.012292	0.0116112	0.0109637	0.0103484	0.00976415	0.00920981	0.00868416	0.00818602	0.00771421	0.00726758	0.00684498	0.00644532
0.6	0.2	0	0.00457818	0.00954727	0.0139143	0.0174361	0.0201429	0.0221485	0.0235776	0.0245414	0.0251327	0.0254262	0.0254814	0.0253463	0.0250591	0.0246509	0.0241472	0.0235687	0.0229325	0.0222529	0.0215419	0.0208093	0.0200633	0.019311	0.018558	0.0178091	0.0170684	0.0163391	0.0156237	0.0149245	0.0142432	0.013581	0.012939	0.0123178	0.011718	0.0111399	0.0105835	0.0100488	0.0095357	0.00904387	0.00857299	0.00812265
0.6	0.3	0	0.00233185	0.00507191	0.00791581	0.0106337	0.0130932	0.0152341	0.0170417	0.0185263	0.019711	0.0206242	0.0212955	0.021754	0.0220266	0.0221383	0.0221114	0.0219662	0.0217205	0.0213904	0.02099	0.0205317	0.0200265	0.019484	0.0189127	0.01832	0.0177121	0.0170946	0.0164724	0.0158495	0.0152295	0.0146154	0.0140096	0.0134142	0.0128311	0.0122617	0.011707	0.0111681	0.0106455	0.0101398	0.00965124	0.00918011
0.6	0.4	0	0.00197672	0.00397111	0.00599063	0.00799131	0.00991687	0.0117178	0.0133581	0.0148155	0.0160795	0.0171486	0.0180279	0.0187269	0.0192577	0.019634	0.0198703	0.0199809	0.0199799	0.0198808	0.019696	0.0194374	0.0191157	0.0187407	0.0183212	0.0178654	0.0173803	0.0168724	0.0163474	0.0158102	0.0152654	0.0147167	0.0141675	0.0136207	0.0130789	0.0125441	0.0120182	0.0115026	0.0109987	0.0105074	0.0100295	0.00956573
0.6	0.5	0	0.00192334	0.00368223	0.00534007	0.00692642	0.00844549	0.00988689	0.0112345	0.012472	0.0135864	0.0145689	0.0154152	0.0161252	0.0167019	0.0171509	0.0174797	0.0176968	0.0178116	0.0178337	0.0177725	0.0176375	0.0174375	0.017181	0.0168759	0.0165295	0.0161485	0.015739	0.0153067	0.0148565	0.0143928	0.0139198	0.0134409	0.0129592	0.0124776	0.0119983	0.0115236	0.011055	0.0105942	0.0101424	0.00970076	0.00927003
0.6	0.6	0	0.00179742	0.00338266	0.00481316	0.00613028	0.00735812	0.0085068	0.00957714	0.0105649	0.0114642	0.0122694	0.0129766	0.0135838	0.0140912	0.0145008	0.0148161	0.0150422	0.0151845	0.0152496	0.0152439	0.0151742	0.0150472	0.0148694	0.014647	0.0143859	0.0140917	0.0137696	0.0134243	0.0130601	0.0126811	0.0122908	0.0118924	0.0114889	0.0110828	0.0106763	0.0102715	0.00987012	0.0094736	0.00908326	0.0087002	0.00832533
0.6	0.7	0	0.00152258	0.00284985	0.00402523	0.00508332	0.00604817	0.00693433	0.00774907	0.00849488	0.00917157	0.00977789	0.0103126	0.0107749	0.0111651	0.0114845	0.0117351	0.0119198	0.0120423	0.0121065	0.0121168	0.0120778	0.0119941	0.0118702	0.0117107	0.0115198	0.0113017	0.0110602	0.0107991	0.0105216	0.0102309	0.0099298	0.00962093	0.0093066	0.00898892	0.00866975	0.00835077	0.00803344	0.00771903	0.00740867	0.0071033	0.00680375
0.6	0.8	0	0.00110503	0.00206473	0.00290842	0.00365989	0.00433651	0.0049499	0.00550711	0.00601205	0.00646665	0.00687181	0.00722799	0.00753568	0.00779562	0.00800891	0.00817707	0.00830197	0.00838586	0.0084312	0.00844069	0.00841714	0.00836343	0.00828245	0.00817705	0.00805001	0.00790401	0.00774162	0.00756523	0.00737711	0.00717936	0.00697391	0.00676254	0.00654687	0.00632837	0.00610834	0.00588797	0.0056683	0.00545025	0.00523463	0.00502213	0.00481336
0.6	0.9	0	0.000580776	0.00108458	0.0015263	0.00191801	0.00226862	0.00258426	0.00286893	0.00312512	0.00335434	0.00355757	0.00373549	0.00388871	0.00401787	0.00412371	0.00420709	0.004269	0.00431056	0.00433299	0.00433758	0.00432569	0.00429872	0.00425804	0.00420505	0.0041411	0.0040675	0.00398551	0.00389632	0.00380106	0.00370078	0.00359645	0.00348897	0.00337916	0.00326777	0.00315548	0.00304288	0.00293053	0.00281889	0.00270839	0.00259939	0.00249221
0.6	1	0	1.0767e-16	9.95369e-17	9.20184e-17	8.50678e-17	7.86422e-17	7.2702e-17	6.72105e-17	6.21337e-17	5.74405e-17	5.31017e-17	4.90907e-17	4.53827e-17	4.19547e-17	3.87857e-17	3.5856e-17	3.31476e-17	3.06438e-17	2.83291e-17	2.61893e-17	2.42111e-17	2.23823e-17	2.06917e-17	1.91287e-17	1.76839e-17	1.63481e-17	1.51133e-17	1.39717e-17	1.29163e-17	1.19407e-17	1.10388e-17	1.0205e-17	9.43413e-18	8.72152e-18	8.06275e-18	7.45373e-18	6.89071e-18	6.37022e-18	5.88905e-18	5.44422e-18	5.03299e-18

0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.7	0.1	0	0.0131376	0.0206024	0.0248186	0.0270991	0.0281852	0.0285131	0.0283497	0.0278641	0.0271668	0.0263321	0.0254107	0.024438	0.0234392	0.0224321	0.0214296	0.0204409	0.0194725	0.0185293	0.0176145	0.0167303	0.0158781	0.0150586	0.0142723	0.0135191	0.0127986	0.0121105	0.0114539	0.0108282	0.0102323	0.00966551	0.0091267	0.00861488	0.00812905	0.00766816	0.0072312	0.00681715	0.00642501	0.0060538	0.00570257	0.00537038
0.7	0.2	0	0.00389046	0.00810406	0.0117925	0.0147481	0.0169989	0.0186451	0.0197973	0.020554	0.0209976	0.0211937	0.0211949	0.0210425	0.0207693	0.0204014	0.0199598	0.0194615	0.0189203	0.0183473	0.0177519	0.0171417	0.0165229	0.0159009	0.01528	0.0146637	0.014055	0.0134563	0.0128697	0.0122966	0.0117383	0.0111959	0.01067	0.0101612	0.00966975	0.00919595	0.00873984	0.00830137	0.0078804	0.00747674	0.00709009	0.00672013
0.7	0.3	0	0.00197815	0.00429086	0.00667445	0.00893275	0.0109559	0.0126978	0.0141516	0.0153312	0.0162608	0.0169675	0.0174786	0.0178196	0.0180138	0.018082	0.0180423	0.0179111	0.0177023	0.0174285	0.0171006	0.016728	0.0163193	0.0158817	0.0154216	0.0149447	0.0144559	0.0139594	0.0134589	0.0129576	0.0124583	0.0119634	0.0114747	0.010994	0.0105227	0.010062	0.0096128	0.00917584	0.00875172	0.00834088	0.00794361	0.0075601
0.7	0.4	0	0.00167511	0.0033504	0.00502673	0.00666604	0.0082239	0.0096641	0.0109625	0.0121064	0.0130917	0.0139208	0.0146002	0.0151389	0.0155475	0.0158373	0.0160194	0.0161051	0.0161049	0.016029	0.0158868	0.015687	0.0154376	0.0151462	0.0148193	0.0144632	0.0140831	0.0136842	0.0132707	0.0128467	0.0124155	0.0119804	0.0115438	0.0111083	0.0106758	0.0102481	0.00982664	0.00941278	0.00900755	0.00861183	0.00822633	0.00785161
0.7	0.5	0	0.00162938	0.00310326	0.00446986	0.0057537	0.00696204	0.00809226	0.00913754	0.0100905	0.010945	0.0116974	0.0123463	0.0128926	0.0133391	0.0136899	0.0139505	0.0141269	0.0142257	0.0142535	0.0142173	0.0141237	0.0139791	0.0137897	0.0135614	0.0132997	0.0130095	0.0126957	0.0123624	0.0120136	0.0116527	0.0112831	0.0109075	0.0105285	0.0101482	0.00976876	0.0093918	0.00901884	0.00865116	0.00828987	0.00793589	0.00759001
0.7	0.6	0	0.00152258	0.00284985	0.00402523	0.00508332	0.00604817	0.00693433	0.00774907	0.00849488	0.00917157	0.00977789	0.0103126	0.0107749	0.0111651	0.0114845	0.0117351	0.0119198	0.0120423	0.0121065	0.0121168	0.0120778	0.0119941	0.0118702	0.0117107	0.0115198	0.0113017	0.0110602	0.0107991	0.0105216	0.0102309	0.0099298	0.00962093	0.0093066	0.00898892	0.00866975	0.00835077	0.00803344	0.00771903	0.00740867	0.0071033	0.00680375
0.7	0.7	0	0.00128975	0.00240075	0.00336531	0.00421237	0.00496545	0.00564196	0.00625373	0.006808	0.00730878	0.00775791	0.00815612	0.00850365	0.00880077	0.00904803	0.00924643	0.00939743	0.00950296	0.00956532	0.00958715	0.0095713	0.00952079	0.00943872	0.0093282	0.0091923	0.00903402	0.00885625	0.00866173	0.00845304	0.00823262	0.00800269	0.00776534	0.00752244	0.00727571	0.00702671	0.00677683	0.00652729	0.0062792	0.00603351	0.00579107	0.00555259
0.7	0.8	0	0.000936044	0.0017393	0.00243136	0.0030321	0.00355851	0.00402416	0.00443913	0.00481049	0.00514291	0.00543926	0.00570124	0.00592986	0.0061258	0.00628966	0.0064221	0.00652401	0.00659645	0.00664073	0.00665834	0.00665095	0.00662035	0.00656842	0.00649706	0.00640823	0.00630383	0.00618572	0.00605572	0.00591553	0.00576678	0.00561099	0.00544958	0.00528386	0.00511502	0.00494414	0.00477222	0.00460013	0.00442866	0.0042585	0.00409027	0.00392449
0.7	0.9	0	0.000491961	0.000913627	0.0012759	0.00158887	0.00186128	0.00210028	0.00231141	0.00249878	0.00266524	0.00281275	0.00294258	0.00305555	0.00315222	0.00323304	0.00329844	0.00334885	0.00338481	0.00340691	0.00341586	0.00341241	0.00339741	0.00337173	0.00333628	0.00329199	0.00323978	0.00318057	0.00311523	0.00304461	0.00296953	0.00289074	0.00280897	0.00272487	0.00263905	0.00255208	0.00246445	0.00237663	0.00228901	0.00220197	0.00211583	0.00203086
0.7	1	0	9.15893e-17	8.46711e-17	7.82755e-17	7.2363e-17	6.68971e-17	6.1844e-17	5.71726e-17	5.28541e-17	4.88618e-17	4.5171e-17	4.17591e-17	3.86048e-17	3.56888e-17	3.2993e-17	3.05009e-17	2.8197e-17	2.60672e-17	2.40982e-17	2.2278e-17	2.05952e-17	1.90395e-17	1.76014e-17	1.62719e-17	1.50428e-17	1.39065e-17	1.28561e-17	1.1885e-17	1.09873e-17	1.01574e-17	9.39014e-18	8.68085e-18	8.02515e-18	7.41897e-18	6.85858e-18	6.34052e-18	5.86159e-18	5.41884e-18	5.00953e-18	4.63113e-18	4.28132e-18

0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8	0.1	0	0.00954465	0.0149665	0.0180259	0.0196763	0.0204561	0.0206826	0.0205503	0.0201829	0.0196616	0.019041	0.0183585	0.0176404	0.0169051	0.0161656	0.0154314	0.014709	0.0140032	0.0133171	0.012653	0.0120123	0.0113958	0.0108039	0.0102367	0.009694	0.00917547	0.00868063	0.0082089	0.00775961	0.00733208	0.00692556	0.0065393	0.00617253	0.00582448	0.00549439	0.00518149	0.00488503	0.0046043	0.00433857	0.00408715	0.00384937
0.8	0.2	0	0.00282584	0.0058843	0.00855753	0.0106938	0.0123133	0.0134894	0.0143035	0.0148288	0.0151262	0.0152449	0.0152238	0.0150938	0.014879	0.0145987	0.0142682	0.0138994	0.0135024	0.0130848	0.0126533	0.0122128	0.0117678	0.0113218	0.0108775	0.0104375	0.0100035	0.00957728	0.00915998	0.00875265	0.00835611	0.00797096	0.00759767	0.00723656	0.00688785	0.00655164	0.00622797	0.00591678	0.00561797	0.00533138	0.00505682	0.00479405
0.8	0.3	0	0.0014362	0.00311254	0.00483551	0.00646138	0.00791017	0.00914926	0.0101751	0.0109997	0.0116424	0.0121245	0.012467	0.0126895	0.0128094	0.0128419	0.0128004	0.0126963	0.0125397	0.0123393	0.0121024	0.0118357	0.0115448	0.0112347	0.0109096	0.0105733	0.0102291	0.00987983	0.00952801	0.00917575	0.00882491	0.00847709	0.00813363	0.00779569	0.00746424	0.00714007	0.00682384	0.00651609	0.00621721	0.00592752	0.00564724	0.00537653
0.8	0.4	0	0.00121585	0.00242839	0.00363603	0.00480971	0.00591704	0.0069327	0.00784095	0.00863459	0.00931281	0.00987913	0.0103397	0.0107022	0.0109748	0.0111659	0.0112838	0.0113363	0.0113306	0.0112739	0.0111723	0.0110318	0.0108578	0.010655	0.0104282	0.0101812	0.0099177	0.00964108	0.00935426	0.00905991	0.00876038	0.00845777	0.00815392	0.00785046	0.00754881	0.00725019	0.00695566	0.00666612	0.00638233	0.00610493	0.00583444	0.00557128
0.8	0.5	0	0.00118256	0.00224854	0.00323063	0.00414521	0.00499744	0.0057865	0.00650929	0.00716263	0.00774433	0.00825355	0.00869079	0.00905774	0.00935703	0.00959198	0.00976644	0.0098846	0.00995082	0.00996955	0.0099452	0.00988213	0.00978453	0.00965643	0.00950164	0.00932375	0.00912612	0.00891186	0.00868384	0.00844468	0.00819679	0.00794233	0.00768326	0.00742133	0.00715812	0.006895	0.0066332	0.00637378	0.00611766	0.00586564	0.0056184	0.00537651
0.8	0.6	0	0.00110503	0.00206473	0.00290842	0.00365989	0.00433651	0.0049499	0.00550711	0.00601205	0.00646665	0.00687181	0.00722799	0.00753568	0.00779562	0.00800891	0.00817707	0.00830197	0.00838586	0.0084312	0.00844069	0.00841714	0.00836343	0.00828245	0.00817705	0.00805001	0.00790401	0.00774162	0.00756523	0.00737711	0.00717936	0.00697391	0.00676254	0.00654687	0.00632837	0.00610834	0.00588797	0.0056683	0.00545025	0.00523463	0.00502213	0.00481336
0.8	0.7	0	0.000936044	0.0017393	0.00243136	0.0030321	0.00355851	0.00402416	0.00443913	0.00481049	0.00514291	0.00543926	0.00570124	0.00592986	0.0061258	0.00628966	0.0064221	0.00652401	0.00659645	0.00664073	0.00665834	0.00665095	0.00662035	0.00656842	0.00649706	0.00640823	0.00630383	0.00618572	0.00605572	0.00591553	0.00576678	0.00561099	0.00544958	0.00528386	0.00511502	0.00494414	0.00477222	0.00460013	0.00442866	0.0042585	0.00409027	0.00392449
0.8	0.8	0	0.000679338	0.00126009	0.00175655	0.00218234	0.00254975	0.00286927	0.00314934	0.00339641	0.00361513	0.00380871	0.00397924	0.00412806	0.004256	0.00436363	0.00445142	0.00451984	0.00456946	0.00460092	0.00461503	0.00461269	0.0045949	0.00456277	0.00451744	0.0044601	0.00439193	0.00431415	0.0042279	0.00413434	0.00403453	0.0039295	0.00382023	0.00370762	0.00359249	0.0034756	0.00335766	0.0032393	0.00312107	0.00300349	0.00288699	0.00277197
0.8	0.9	0	0.000357043	0.000661902	0.000921774	0.00114355	0.00133355	0.00149731	0.00163946	0.00176363	0.0018726	0.00196836	0.00205228	0.00212529	0.00218796	0.0022407	0.00228379	0.00231748	0.00234203	0.00235774	0.00236494	0.00236403	0.00235548	0.00233977	0.00231744	0.00228905	0.00225516	0.00221635	0.00217319	0.00212624	0.00207603	0.00202307	0.00196786	0.00191085	0.00185246	0.00179308	0.00173307	0.00167276	0.00161244	0.00155237	0.00149279	0.00143389
0.8	1	0	6.65435e-17	6.15172e-17	5.68705e-17	5.25748e-17	4.86036e-17	4.49323e-17	4.15384e-17	3.84008e-17	3.55002e-17	3.28187e-17	3.03397e-17	2.8048e-17	2.59294e-17	2.39709e-17	2.21602e-17	2.04864e-17	1.89389e-17	1.75084e-17	1.61859e-17	1.49633e-17	1.3833e-17	1.27882e-17	1.18222e-17	1.09292e-17	1.01037e-17	9.34051e-18	8.63498e-18	7.98274e-18	7.37976e-18	6.82233e-18	6.30701e-18	5.83061e-18	5.3902e-18	4.98305e-18	4.60666e-18	4.25869e-18	3.93701e-18	3.63963e-18	3.36471e-18	3.11056e-18

0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.9	0.1	0	0.00501786	0.00786801	0.00947579	0.0103422	0.0107502	0.0108666	0.0107939	0.0105971	0.0103192	0.00998898	0.00962645	0.00924545	0.00885582	0.00846449	0.00807641	0.00769507	0.00732291	0.00696159	0.00661223	0.00627553	0.00595187	0.0056414	0.00534413	0.00505992	0.00478855	0.00452973	0.00428313	0.00404837	0.00382507	0.00361282	0.00341121	0.00321981	0.00303823	0.00286604	0.00270285	0.00254825	0.00240187	0.00226331	0.00213223	0.00200826
0.9	0.2	0	0.00148553	0.00309298	0.00449722	0.00561817	0.00646624	0.0070801	0.00750265	0.00777264	0.00792246	0.00797829	0.00796092	0.00788675	0.00776872	0.00761704	0.00743975	0.00724327	0.00703271	0.00681215	0.00658489	0.0063536	0.00612043	0.00588714	0.00565517	0.00542569	0.00519965	0.0049778	0.00476079	0.00454909	0.00434308	0.00414308	0.00394928	0.00376185	0.00358088	0.00340641	0.00323845	0.00307697	0.00292191	0.00277319	0.00263069	0.00249429
0.9	0.3	0	0.000754906	0.00163558	0.00253982	0.0033917	0.00414895	0.00479444	0.00532653	0.00575193	0.00608117	0.00632597	0.00649777	0.00660712	0.00666342	0.00667483	0.00664844	0.0065903	0.00650563	0.00639889	0.00627393	0.00613407	0.00598218	0.00582074	0.00565193	0.00547761	0.00529942	0.00511879	0.00493695	0.00475498	0.00457379	0.0043942	0.00421686	0.00404238	0.00387123	0.00370381	0.00354047	0.00338146	0.003227	0.00307726	0.00293233	0.00279231
0.9	0.4	0	0.000639036	0.00127576	0.00190882	0.00252249	0.0030995	0.00362658	0.00409572	0.00450357	0.0048502	0.00513798	0.0053706	0.00555242	0.00568804	0.00578205	0.00583882	0.00586248	0.00585687	0.00582551	0.00577164	0.00569822	0.00560794	0.00550327	0.00538642	0.00525942	0.0051241	0.00498211	0.00483493	0.00468389	0.00453017	0.00437483	0.00421881	0.00406292	0.0039079	0.00375436	0.00360285	0.00345384	0.00330771	0.0031648	0.00302538	0.00288967
0.9	0.5	0	0.000621526	0.00118117	0.00169555	0.00217283	0.00261549	0.00302313	0.0033944	0.00372809	0.00402357	0.00428094	0.00450092	0.00468478	0.00483416	0.00495099	0.00503735	0.00509546	0.00512754	0.00513586	0.00512261	0.00508994	0.00503994	0.00497458	0.00489575	0.00480522	0.00470465	0.00459558	0.00447945	0.00435757	0.00423114	0.00410127	0.00396892	0.00383501	0.00370033	0.00356559	0.00343141	0.00329834	0.00316687	0.00303742	0.00291032	0.00278589
0.9	0.6	0	0.000580776	0.00108458	0.0015263	0.00191801	0.00226862	0.00258426	0.00286893	0.00312512	0.00335434	0.00355757	0.00373549	0.00388871	0.00401787	0.00412371	0.00420709	0.004269	0.00431056	0.00433299	0.00433758	0.00432569	0.00429872	0.00425804	0.00420505	0.0041411	0.0040675	0.00398551	0.00389632	0.00380106	0.00370078	0.00359645	0.00348897	0.00337916	0.00326777	0.00315548	0.00304288	0.00293053	0.00281889	0.00270839	0.00259939	0.00249221
0.9	0.7	0	0.000491961	0.000913627	0.0012759	0.00158887	0.00186128	0.00210028	0.00231141	0.00249878	0.00266524	0.00281275	0.00294258	0.00305555	0.00315222	0.00323304	0.00329844	0.00334885	0.00338481	0.00340691	0.00341586	0.00341241	0.00339741	0.00337173	0.00333628	0.00329199	0.00323978	0.00318057	0.00311523	0.00304461	0.00296953	0.00289074	0.00280897	0.00272487	0.00263905	0.00255208	0.00246445	0.00237663	0.00228901	0.00220197	0.00211583	0.00203086
0.9	0.8	0	0.000357043	0.000661902	0.000921774	0.00114355	0.00133355	0.00149731	0.00163946	0.00176363	0.0018726	0.00196836	0.00205228	0.00212529	0.00218796	0.0022407	0.00228379	0.00231748	0.00234203	0.00235774	0.00236494	0.00236403	0.00235548	0.00233977	0.00231744	0.00228905	0.00225516	0.00221635	0.00217319	0.00212624	0.00207603	0.00202307	0.00196786	0.00191085	0.00185246	0.00179308	0.00173307	0.00167276	0.00161244	0.00155237	0.00149279	0.00143389
0.9	0.9	0	0.000187653	0.000347684	0.000483712	0.000599214	0.000697443	0.000781324	0.000853372	0.000915651	0.000969778	0.00101696	0.00105807	0.0010937	0.00112425	0.00114996	0.00117101	0.00118753	0.00119963	0.00120745	0.00121112	0.00121083	0.00120675	0.00119911	0.00118817	0.00117416	0.00115737	0.00113806	0.00111652	0.00109301	0.0010678	0.00104115	0.00101329	0.000984471	0.000954894	0.000924764	0.000894264	0.000863562	0.000832812	0.00080215	0.000771698	0.000741564
0.9	1	0	3.4984e-17	3.23415e-17	2.98986e-17	2.76402e-17	2.55524e-17	2.36223e-17	2.1838e-17	2.01885e-17	1.86635e-17	1.72538e-17	1.59505e-17	1.47457e-17	1.36319e-17	1.26022e-17	1.16503e-17	1.07703e-17	9.95678e-18	9.2047e-18	8.50942e-18	7.86667e-18	7.27246e-18	6.72314e-18	6.21531e-18	5.74583e-18	5.31182e-18	4.9106e-18	4.53968e-18	4.19677e-18	3.87977e-18	3.58671e-18	3.31579e-18	3.06533e-18	2.83379e-18	2.61974e-18	2.42186e-18	2.23893e-18	2.06981e-18	1.91347e-18	1.76894e-18	1.63532e-18

1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.1	0	3.4984e-17	3.23415e-17	2.98986e-17	2.76402e-17	2.55524e-17	2.36223e-17	2.1838e-17	2.01885e-17	1.86635e-17	1.72538e-17	1.59505e-17	1.47457e-17	1.36319e-17	1.26022e-17	1.16503e-17	1.07703e-17	9.95678e-18	9.2047e-18	8.50942e-18	7.86667e-18	7.27246e-18	6.72314e-18	6.21531e-18	5.74583e-18	5.31182e-18	4.9106e-18	4.53968e-18	4.19677e-18	3.87977e-18	3.58671e-18	3.31579e-18	3.06533e-18	2.83379e-18	2.61974e-18	2.42186e-18	2.23893e-18	2.06981e-18	1.91347e-18	1.76894e-18	1.63532e-18
1	0.2	0	6.65435e-17	6.15172e-17	5.68705e-17	5.25748e-17	4.86036e-17	4.49323e-17	4.15384e-17	3.84008e-17	3.55002e-17	3.28187e-17	3.03397e-17	2.8048e-17	2.59294e-17	2.39709e-17	2.21602e-17	2.04864e-17	1.89389e-17	1.75084e-17	1.61859e-17	1.49633e-17	1.3833e-17	1.27882e-17	1.18222e-17	1.09292e-17	1.01037e-17	9.34051e-18	8.63498e-18	7.98274e-18	7.37976e-18	6.82233e-18	6.30701e-18	5.83061e-18	5.3902e-18	4.98305e-18	4.60666e-18	4.25869e-18	3.93701e-18	3.63963e-18	3.36471e-18	3.11056e-18
1	0.3	0	9.15893e-17	8.46711e-17	7.82755e-17	7.2363e-17	6.68971e-17	6.1844e-17	5.71726e-17	5.28541e-17	4.88618e-17	4.5171e-17	4.17591e-17	3.86048e-17	3.56888e-17	3.2993e-17	3.05009e-17	2.8197e-17	2.60672e-17	2.40982e-17	2.2278e-17	2.05952e-17	1.90395e-17	1.76014e-17	1.62719e-17	1.50428e-17	1.39065e-17	1.28561e-17	1.1885e-17	1.09873e-17	1.01574e-17	9.39014e-18	8.68085e-18	8.02515e-18	7.41897e-18	6.85858e-18	6.34052e-18	5.86159e-18	5.41884e-18	5.00953e-18	4.63113e-18	4.28132e-18
