X	Y	T = 0	T = 0.025	T = 0.05	T = 0.075	T = 0.1	T = 0.125	T = 0.15	T = 0.175	T = 0.2	T = 0.225	T = 0.25	T = 0.275	T = 0.3	T = 0.325	T = 0.35	T = 0.375	T = 0.4	T = 0.425	T = 0.45	T = 0.475	T = 0.5	T = 0.525	T = 0.55	T = 0.575	T = 0.6	T = 0.625	T = 0.65	T = 0.675	T = 0.7	T = 0.725	T = 0.75	T = 0.775	T = 0.8	T = 0.825	T = 0.85	T = 0.875	T = 0.9	T = 0.925	T = 0.95	T = 0.975	T = 1
0.4	0.9	0.293893	0.274935	0.257823	0.24216	0.227699	0.214271	0.201754	0.190053	0.179095	0.168817	0.159166	0.150097	0.141569	0.133546	0.125995	0.118886	0.11219	0.105883	0.0999393	0.0943377	0.0890574	0.084079	0.0793843	0.0749566	0.0707801	0.06684	0.0631225	0.0596145	0.056304	0.0531794	0.0502301	0.047446	0.0448177	0.0423362	0.0399932	0.0377808	0.0356916	0.0337187	0.0318554	0.0300957	0.0284336
0.4	1	1.16467e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.1	0.309017	0.308667	0.302129	0.292553	0.281497	0.269776	0.257846	0.24597	0.234305	0.222947	0.211954	0.201359	0.191181	0.181426	0.172096	0.163184	0.154684	0.146584	0.138873	0.131537	0.124563	0.117938	0.111646	0.105673	0.100006	0.0946318	0.0895357	0.0847052	0.0801277	0.075791	0.0716833	0.0677933	0.0641101	0.0606232	0.0573228	0.0541993	0.0512436	0.048447	0.0458011	0.0432982	0.0409307
0.5	0.2	0.587785	0.559643	0.533599	0.508641	0.484494	0.461116	0.438528	0.416764	0.395844	0.375781	0.356573	0.338215	0.320689	0.303978	0.288058	0.272904	0.258489	0.244787	0.231769	0.219406	0.207672	0.196538	0.185978	0.175965	0.166474	0.15748	0.148958	0.140887	0.133243	0.126005	0.119153	0.112667	0.106529	0.10072	0.0952239	0.090024	0.085105	0.0804519	0.0760509	0.0718886	0.0679522
0.5	0.3	0.809017	0.764922	0.723924	0.685552	0.649437	0.615316	0.582999	0.552348	0.523256	0.495632	0.469402	0.444496	0.420852	0.39841	0.377115	0.356914	0.337755	0.319589	0.302369	0.28605	0.270587	0.25594	0.242066	0.228929	0.216491	0.204717	0.193572	0.183024	0.173044	0.1636	0.154666	0.146214	0.13822	0.130658	0.123507	0.116744	0.110349	0.104302	0.0985839	0.0931777	0.0880665
0.5	0.4	0.951057	0.89745	0.84719	0.800071	0.755844	0.714268	0.675124	0.638221	0.603395	0.570505	0.539425	0.510044	0.482261	0.455986	0.431134	0.407626	0.385389	0.364355	0.344459	0.32564	0.307841	0.291006	0.275085	0.260028	0.24579	0.232326	0.219595	0.207558	0.196177	0.185417	0.175244	0.165627	0.156536	0.147942	0.139818	0.132139	0.12488	0.118019	0.111534	0.105404	0.099611
0.5	0.5	1	0.942625	0.8887	0.838058	0.790503	0.745827	0.703828	0.664319	0.62713	0.592103	0.559098	0.527985	0.498645	0.470969	0.444856	0.420213	0.396953	0.374994	0.354262	0.334686	0.316199	0.298739	0.282249	0.266674	0.251962	0.238065	0.224936	0.212534	0.200817	0.189748	0.179291	0.169411	0.160076	0.151256	0.142923	0.13505	0.127611	0.120582	0.113941	0.107665	0.101736
0.5	0.6	0.951057	0.895646	0.843557	0.794624	0.748668	0.705508	0.66497	0.626885	0.591096	0.557451	0.52581	0.496044	0.468031	0.441658	0.416822	0.393425	0.371379	0.3506	0.331011	0.312539	0.295119	0.278686	0.263184	0.248557	0.234753	0.221726	0.20943	0.197823	0.186865	0.17652	0.166752	0.157528	0.148818	0.140593	0.132825	0.125488	0.118558	0.112013	0.105831	0.0999911	0.0944746
0.5	0.7	0.809017	0.761021	0.715936	0.673606	0.633903	0.596681	0.561789	0.529074	0.498389	0.469597	0.442568	0.417182	0.39333	0.370908	0.349823	0.329987	0.311319	0.293746	0.277198	0.261611	0.246926	0.233086	0.220041	0.207742	0.196144	0.185207	0.17489	0.165157	0.155973	0.147308	0.13913	0.131411	0.124125	0.117247	0.110753	0.104622	0.0988333	0.093367	0.088205	0.0833302	0.0787262
0.5	0.8	0.587785	0.551909	0.518259	0.486847	0.45755	0.430209	0.40467	0.380792	0.358446	0.337515	0.317897	0.299496	0.282227	0.266011	0.250778	0.23646	0.222997	0.210334	0.198419	0.187203	0.176643	0.166698	0.157329	0.148501	0.140181	0.132338	0.124943	0.11797	0.111393	0.105189	0.0993358	0.0938132	0.0886016	0.0836832	0.0790409	0.0746589	0.0705221	0.0666166	0.0629292	0.0594475	0.0561597
0.5	0.9	0.309017	0.288774	0.270456	0.253658	0.23814	0.223738	0.210332	0.197825	0.18614	0.175208	0.164971	0.155377	0.146378	0.137934	0.130005	0.122557	0.115556	0.108974	0.102783	0.0969582	0.0914754	0.0863134	0.0814519	0.0768725	0.0725575	0.068491	0.0646578	0.0610438	0.0576358	0.0544217	0.05139	0.0485298	0.0458312	0.0432847	0.0408814	0.0386132	0.0364721	0.034451	0.0325428	0.0307413	0.0290402
0.5	1	1.22461e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.6	0.1	0.293893	0.293284	0.286782	0.277391	0.266599	0.255192	0.24361	0.232109	0.220842	0.209899	0.199334	0.189178	0.179443	0.170135	0.16125	0.152781	0.144718	0.137048	0.129758	0.122833	0.116259	0.110021	0.104104	0.0984938	0.0931761	0.0881371	0.0833634	0.0788421	0.0745606	0.0705071	0.06667	0.0630382	0.0596014	0.0563494	0.0532726	0.0503618	0.0476085	0.0450043	0.0425412	0.0402119	0.0380092
0.6	0.2	0.559017	0.531751	0.506494	0.48228	0.458854	0.436188	0.414317	0.393279	0.373099	0.353788	0.335344	0.317754	0.301001	0.28506	0.269904	0.255506	0.241836	0.228863	0.216557	0.204888	0.193827	0.183346	0.173416	0.164011	0.155104	0.146672	0.13869	0.131135	0.123985	0.11722	0.11082	0.104765	0.099037	0.0936194	0.0884956	0.08365	0.0790678	0.0747349	0.070638	0.0667644	0.0631021
